id,page,page_key,category,viewport,severity,fix_type,issue,suggested_fix,net_url,com_url,com_status,net_height,com_height,height_delta_pct,visual_diff_pct,text_overlap_pct,net_screenshot,com_screenshot,status,owner,decision
showroom-mobile,Showroom,showroom,Main pages,mobile,Important,Codex can fix layout,Low visible text overlap (12.5%).,"Review the side-by-side screenshot and rebuild missing/incorrect sections, spacing, media crops, typography, and footer/header treatment.",https://www.newafro.net/showroom,https://preview.newafro.com/showroom/,200,2379,1626,-31.7,19.9,12.5,../newafro-net/screenshots/showroom-mobile.jpg,com-screenshots/showroom-mobile.jpg,Open,,
single-project-mobile,Single Project,single-project,Main pages,mobile,Important,Codex can fix layout,Page length differs by 68.3%.,"Review the side-by-side screenshot and rebuild missing/incorrect sections, spacing, media crops, typography, and footer/header treatment.",https://www.newafro.net/single-project,https://preview.newafro.com/projects/,200,2887,4859,68.3,42.8,83.3,../newafro-net/screenshots/single-project-mobile.jpg,com-screenshots/single-project-mobile.jpg,Open,,
terms-and-conditions-desktop,Terms And Conditions,terms-and-conditions,Main pages,desktop,Important,Codex can fix layout,Low visible text overlap (21.7%).,"Review the side-by-side screenshot and rebuild missing/incorrect sections, spacing, media crops, typography, and footer/header treatment.",https://www.newafro.net/terms-and-conditions,https://preview.newafro.com/terms-and-conditions/,200,3303,2378,-28,10.1,21.7,../newafro-net/screenshots/terms-and-conditions-desktop.jpg,com-screenshots/terms-and-conditions-desktop.jpg,Open,,
terms-and-conditions-mobile,Terms And Conditions,terms-and-conditions,Main pages,mobile,Important,Codex can fix layout,Low visible text overlap (21.7%).,"Review the side-by-side screenshot and rebuild missing/incorrect sections, spacing, media crops, typography, and footer/header treatment.",https://www.newafro.net/terms-and-conditions,https://preview.newafro.com/terms-and-conditions/,200,3303,2832,-14.3,15.5,21.7,../newafro-net/screenshots/terms-and-conditions-mobile.jpg,com-screenshots/terms-and-conditions-mobile.jpg,Open,,
event-details-registration-nazo-po-tozali-on-the-way-to-find-myself-desktop,Nazo Po Tozali On The Way To Find Myself,event-details-registration-nazo-po-tozali-on-the-way-to-find-myself,Event pages,desktop,Polish,Codex can fix visual polish,Page length differs by 32.7%.,"Review spacing, image crop, text scale, and section rhythm against the reference.",https://www.newafro.net/event-details-registration/nazo-po-tozali-on-the-way-to-find-myself,https://preview.newafro.com/event-details-registration/nazo-po-tozali-on-the-way-to-find-myself/,200,2716,3604,32.7,13.7,68.4,../newafro-net/screenshots/event-details-registration-nazo-po-tozali-on-the-way-to-find-myself-desktop.jpg,com-screenshots/event-details-registration-nazo-po-tozali-on-the-way-to-find-myself-desktop.jpg,Open,,
about-desktop,About,about,Main pages,desktop,Polish,Codex can fix visual polish,Moderate visual difference (30.1%). Page length differs by 40.9%.,"Review spacing, image crop, text scale, and section rhythm against the reference.",https://www.newafro.net/about,https://preview.newafro.com/about/,200,2393,3371,40.9,30.1,96.4,../newafro-net/screenshots/about-desktop.jpg,com-screenshots/about-desktop.jpg,Open,,
contact-7-desktop,Contact 7,contact-7,Main pages,desktop,Polish,Codex can fix visual polish,Moderate visual difference (33.7%).,"Review spacing, image crop, text scale, and section rhythm against the reference.",https://www.newafro.net/contact-7,https://preview.newafro.com/contact/,200,1000,1079,7.9,33.7,96.7,../newafro-net/screenshots/contact-7-desktop.jpg,com-screenshots/contact-7-desktop.jpg,Open,,
single-project-desktop,Single Project,single-project,Main pages,desktop,Polish,Codex can fix visual polish,Moderate visual difference (30%). Page length differs by -29.5%.,"Review spacing, image crop, text scale, and section rhythm against the reference.",https://www.newafro.net/single-project,https://preview.newafro.com/projects/,200,2887,2036,-29.5,30,83.3,../newafro-net/screenshots/single-project-desktop.jpg,com-screenshots/single-project-desktop.jpg,Open,,
events-desktop,Events,events,Main pages,desktop,Review,Human verify,Low measured visual difference (19.6%).,Quick human pass only; fix if the side-by-side reveals a meaningful issue.,https://www.newafro.net/events,https://preview.newafro.com/events/,200,5256,5434,3.4,19.6,97.6,../newafro-net/screenshots/events-desktop.jpg,com-screenshots/events-desktop.jpg,Open,,
general-8-desktop,General 8,general-8,Main pages,desktop,Review,Human verify,Low measured visual difference (10%).,Quick human pass only; fix if the side-by-side reveals a meaningful issue.,https://www.newafro.net/general-8,https://preview.newafro.com/artist-inquiries/,200,1268,1371,8.1,10,50.8,../newafro-net/screenshots/general-8-desktop.jpg,com-screenshots/general-8-desktop.jpg,Open,,
home-desktop,Home,home,Main pages,desktop,Review,Human verify,Low measured visual difference (17.4%).,Quick human pass only; fix if the side-by-side reveals a meaningful issue.,https://www.newafro.net,https://preview.newafro.com/,200,1167,1270,8.8,17.4,96.2,../newafro-net/screenshots/home-desktop.jpg,com-screenshots/home-desktop.jpg,Open,,
